,Player Name,Player Age,Value,Team,Nationality,Position
10677,Nikolay Mihaylov,34,€400k, Levski Sofia ,Bulgaria,Goalkeeper
10678,Ivan Andonov,19,€150k, Levski Sofia ,Bulgaria,Goalkeeper
10679,Yoan Zagorov,17,€50k, Levski Sofia ,Bulgaria,Goalkeeper
10680,José Córdoba,21,€2.00m, Levski Sofia ,Panama,Centre-Back
10681,Noah Sonko Sundberg,26,€1.50m, Levski Sofia ,The Gambia,Centre-Back
10682,Kellian van der Kaap,24,€800k, Levski Sofia ,Netherlands,Centre-Back
10683,Kristian Dimitrov,26,€400k, Levski Sofia ,Bulgaria,Centre-Back
10684,Tsunami,27,€1.00m, Levski Sofia ,Brazil,Left-Back
10685,Patrik-Gabriel Galchev,22,€500k, Levski Sofia ,Bulgaria,Right-Back
10686,Jeremy Petris,25,€400k, Levski Sofia ,France,Right-Back
10687,Ante Blazevic,26,€150k, Levski Sofia ,Croatia,Right-Back
10688,Andrian Kraev,24,€1.00m, Levski Sofia ,Bulgaria,Defensive Midfield
10689,Asen Chandarov,24,€400k, Levski Sofia ,Bulgaria,Defensive Midfield
10690,Antoan Stoyanov,18,€100k, Levski Sofia ,Bulgaria,Defensive Midfield
10691,Filip Krastev,21,€4.00m, Levski Sofia ,Bulgaria,Central Midfield
10692,Iliyan Stefanov,24,€1.00m, Levski Sofia ,Bulgaria,Attacking Midfield
10693,Ivelin Popov,35,€500k, Levski Sofia ,Bulgaria,Attacking Midfield
10694,Asen Mitkov,18,€200k, Levski Sofia ,Bulgaria,Attacking Midfield
10695,Welton,25,€1.30m, Levski Sofia ,Brazil,Left Winger
10696,Jawad El Jemili,20,€150k, Levski Sofia ,Spain,Left Winger
10697,Marin Petkov,19,€1.00m, Levski Sofia ,Bulgaria,Right Winger
10698,Ronaldo,22,€700k, Levski Sofia ,Brazil,Right Winger
10699,Ricardinho,21,€800k, Levski Sofia ,Brazil,Centre-Forward
10700,Bilal Bari,25,€500k, Levski Sofia ,Morocco,Centre-Forward
10701,Borislav Rupanov,18,€50k, Levski Sofia ,Bulgaria,Centre-Forward
10702,Gustavo Busatto,32,€900k, CSKA-Sofia ,Brazil,Goalkeeper
10703,Dimitar Evtimov,29,€200k, CSKA-Sofia ,Bulgaria,Goalkeeper
10704,Aleks Bozhev,17,€100k, CSKA-Sofia ,Bulgaria,Goalkeeper
10705,Jurgen Mattheij,30,€1.50m, CSKA-Sofia ,Netherlands,Centre-Back
10706,Menno Koch,28,€500k, CSKA-Sofia ,Netherlands,Centre-Back
10707,Hristiyan Petrov,20,€250k, CSKA-Sofia ,Bulgaria,Centre-Back
10708,Enes Mahmutovic,25,€250k, CSKA-Sofia ,Luxembourg,Centre-Back
10709,Bradley de Nooijer,25,€1.20m, CSKA-Sofia ,Netherlands,Left-Back
10710,Galin Minkov,25,€200k, CSKA-Sofia ,Bulgaria,Left-Back
10711,Ivan Turitsov,23,€700k, CSKA-Sofia ,Bulgaria,Right-Back
10712,Asen Donchev,21,€150k, CSKA-Sofia ,Bulgaria,Right-Back
10713,Amos Youga,30,€900k, CSKA-Sofia ,Central African Republic,Defensive Midfield
10714,Geferson,28,€800k, CSKA-Sofia ,Brazil,Defensive Midfield
10715,Thibaut Vion,29,€500k, CSKA-Sofia ,France,Central Midfield
10716,Lazar Tufegdzic,26,€1.20m, CSKA-Sofia ,Serbia,Attacking Midfield
10717,Jonathan Lindseth,27,€1.00m, CSKA-Sofia ,Norway,Attacking Midfield
10718,Stanislav Shopov,21,€200k, CSKA-Sofia ,Bulgaria,Attacking Midfield
10719,Tobias Heintz,24,€1.10m, CSKA-Sofia ,Norway,Left Winger
10720,Maurício Garcez,26,€500k, CSKA-Sofia ,Brazil,Left Winger
10721,Zhirayr Shaghoyan,22,€250k, CSKA-Sofia ,Armenia,Left Winger
10722,Marcelino Carreazo,23,€850k, CSKA-Sofia ,Colombia,Right Winger
10723,Georgi Yomov,25,€500k, CSKA-Sofia ,Bulgaria,Right Winger
10724,Ivan Mitrev,23,€50k, CSKA-Sofia ,Bulgaria,Right Winger
10725,Duckens Nazon,29,€1.00m, CSKA-Sofia ,Haiti,Centre-Forward
10726,Brayan Moreno,23,€1.00m, CSKA-Sofia ,Colombia,Centre-Forward
10727,Daouda Bamba,28,€600k, CSKA-Sofia ,Cote d'Ivoire,Centre-Forward
10728,Bismark Charles,21,€200k, CSKA-Sofia ,Ghana,Centre-Forward
10729,Radoslav Zhivkov,24,€100k, CSKA-Sofia ,Bulgaria,Centre-Forward
10730,Daniel Naumov,25,€2.00m, CSKA 1948 ,Bulgaria,Goalkeeper
10731,Gennadiy Ganev,32,€200k, CSKA 1948 ,Ukraine,Goalkeeper
10732,Héliton,27,€500k, CSKA 1948 ,Brazil,Centre-Back
10733,Reyan Daskalov,28,€400k, CSKA 1948 ,Bulgaria,Centre-Back
10734,Simeon Petrov,23,€400k, CSKA 1948 ,Bulgaria,Centre-Back
10735,Ryan Bidounga,25,€300k, CSKA 1948 ,Congo,Centre-Back
10736,Sidcley,29,€1.50m, CSKA 1948 ,Brazil,Left-Back
10737,Angel Lyaskov,25,€250k, CSKA 1948 ,Bulgaria,Left-Back
10738,Lazar Marin,29,€250k, CSKA 1948 ,Bulgaria,Left-Back
10739,Steeve Furtado,28,€350k, CSKA 1948 ,Cape Verde,Right-Back
10740,Johnathan,28,€300k, CSKA 1948 ,Brazil,Right-Back
10741,Aleksandar Aleksandrov,36,€10k, CSKA 1948 ,Bulgaria,Right-Back
10742,Parvizdzhon Umarbaev,28,€750k, CSKA 1948 ,Tajikistan,Defensive Midfield
10743,Carlos Ohene,29,€200k, CSKA 1948 ,Ghana,Defensive Midfield
10744,Ivaylo Chochev,30,€2.50m, CSKA 1948 ,Bulgaria,Central Midfield
10745,Octávio,29,€550k, CSKA 1948 ,Brazil,Attacking Midfield
10746,Radoslav Kirilov,30,€700k, CSKA 1948 ,Bulgaria,Left Winger
10747,Mario Topuzov,23,€400k, CSKA 1948 ,Bulgaria,Left Winger
10748,Henrique,29,€350k, CSKA 1948 ,Brazil,Left Winger
10749,Angel Bastunov,23,€350k, CSKA 1948 ,Bulgaria,Left Winger
10750,Georgi Rusev,24,€1.00m, CSKA 1948 ,Bulgaria,Right Winger
10751,Birsent Karagaren,30,€700k, CSKA 1948 ,Bulgaria,Right Winger
10752,Pedrinho,26,€50k, CSKA 1948 ,Brazil,Right Winger
10753,Yevgeniy Serdyuk,24,€800k, CSKA 1948 ,Ukraine,Centre-Forward
10754,Aleksandar Kolev,30,€300k, CSKA 1948 ,Bulgaria,Centre-Forward
10755,Georgi Argilashki,31,€300k, Botev Plovdiv ,Bulgaria,Goalkeeper
10756,Hidajet Hankić,28,€300k, Botev Plovdiv ,Austria,Goalkeeper
10757,Stefan Smarkalev,15,€25k, Botev Plovdiv ,Bulgaria,Goalkeeper
10758,Jasper van Heertum,25,€500k, Botev Plovdiv ,Netherlands,Centre-Back
10759,Roberto Puncec,31,€400k, Botev Plovdiv ,Croatia,Centre-Back
10760,Viktor Genev,34,€300k, Botev Plovdiv ,Bulgaria,Centre-Back
10761,Stanislav Rabotov,20,€300k, Botev Plovdiv ,Bulgaria,Centre-Back
10762,Samuel Souprayen,34,€200k, Botev Plovdiv ,France,Centre-Back
10763,Atanas Chernev,21,€150k, Botev Plovdiv ,Bulgaria,Centre-Back
10764,Pa Konate,28,€800k, Botev Plovdiv ,Guinea,Left-Back
10765,Roy Herman,22,€400k, Botev Plovdiv ,Israel,Right-Back
10766,James Eto'o,22,€400k, Botev Plovdiv ,Cameroon,Defensive Midfield
10767,Antonio Perera,25,€400k, Botev Plovdiv ,Spain,Defensive Midfield
10768,Tochukwu Nadi,19,€200k, Botev Plovdiv ,Nigeria,Defensive Midfield
10769,Krasian Kolev,19,€300k, Botev Plovdiv ,Bulgaria,Central Midfield
10770,Dylan Mertens,27,€500k, Botev Plovdiv ,Netherlands,Attacking Midfield
10771,Abdoulaye Traoré,19,€50k, Botev Plovdiv ,Cote d'Ivoire,Left Winger
10772,Nikolay Minkov,25,€400k, Botev Plovdiv ,Bulgaria,Right Winger
10773,Antoine Baroan,22,€1.00m, Botev Plovdiv ,France,Centre-Forward
10774,Martin Sekulic,24,€700k, Botev Plovdiv ,Croatia,Centre-Forward
10775,Umeh Emmanuel,18,€100k, Botev Plovdiv ,Nigeria,Centre-Forward
10776,Anatoli Gospodinov,29,€250k, Arda Kardzhali ,Bulgaria,Goalkeeper
10777,Vasil Simeonov,25,€150k, Arda Kardzhali ,Bulgaria,Goalkeeper
10778,Mesut Yusuf,31,€25k, Arda Kardzhali ,Bulgaria,Goalkeeper
10779,Alex Petkov,23,€600k, Arda Kardzhali ,Bulgaria,Centre-Back
10780,Oumar Sako,26,€400k, Arda Kardzhali ,Cote d'Ivoire,Centre-Back
10781,Milen Stoev,23,€300k, Arda Kardzhali ,Bulgaria,Centre-Back
10782,Plamen Krachunov,34,€100k, Arda Kardzhali ,Bulgaria,Centre-Back
10783,Aleksandar Georgiev,25,€200k, Arda Kardzhali ,Bulgaria,Left-Back
10784,Milen Zhelev,29,€250k, Arda Kardzhali ,Bulgaria,Right-Back
10785,Deyan Lozev,29,€250k, Arda Kardzhali ,Bulgaria,Right-Back
10786,Dzhuneyt Ali,28,€100k, Arda Kardzhali ,Bulgaria,Right-Back
10787,Atanas Zehirov,34,€50k, Arda Kardzhali ,Bulgaria,Right-Back
10788,Dzhaner Hasan,18,€50k, Arda Kardzhali ,Bulgaria,midfield
10789,Stanislav Dyulgerov,19,€25k, Arda Kardzhali ,Bulgaria,Defensive Midfield
10790,Radoslav Tsonev,27,€700k, Arda Kardzhali ,Bulgaria,Central Midfield
10791,Iliya Yurukov,23,€500k, Arda Kardzhali ,Bulgaria,Central Midfield
10792,Chahreddine Boukholda,26,€125k, Arda Kardzhali ,France,Central Midfield
10793,Aboubacar Toungara,28,€700k, Arda Kardzhali ,Mali,Attacking Midfield
10794,Júnior Palmares,26,€100k, Arda Kardzhali ,Brazil,Attacking Midfield
10795,Ivan Tilev,24,€400k, Arda Kardzhali ,Bulgaria,Left Winger
10796,Ivan Kokonov,31,€350k, Arda Kardzhali ,Bulgaria,Left Winger
10797,El Mami Tetah,21,€200k, Arda Kardzhali ,Mauritania,Left Winger
10798,Stanislav Ivanov,23,€600k, Arda Kardzhali ,Bulgaria,Right Winger
10799,Svetoslav Kovachev,25,€400k, Arda Kardzhali ,Bulgaria,Right Winger
10800,Georgi Atanasov,19,€100k, Arda Kardzhali ,Bulgaria,Right Winger
10801,Preslav Borukov,22,€300k, Arda Kardzhali ,Bulgaria,Centre-Forward
10802,Lassana N'Diaye,22,€300k, Arda Kardzhali ,Mali,Centre-Forward
10803,Dimitar Sheytanov,24,€500k, Septemvri Sofia ,Bulgaria,Goalkeeper
10804,Ivan Vasilev,23,€100k, Septemvri Sofia ,Bulgaria,Goalkeeper
10805,Ivan Arsov,22,€300k, Septemvri Sofia ,Bulgaria,Centre-Back
10806,Asen Georgiev,29,€300k, Septemvri Sofia ,Bulgaria,Centre-Back
10807,Stefan Milic,22,€250k, Septemvri Sofia ,Montenegro,Centre-Back
10808,Konstantin Cheshmedjiev,27,€200k, Septemvri Sofia ,North Macedonia,Centre-Back
10809,Mihail Polendakov,15,€50k, Septemvri Sofia ,Bulgaria,Centre-Back
10810,Martin Achkov,23,€300k, Septemvri Sofia ,Bulgaria,Left-Back
10811,Martin Nikolov,29,€250k, Septemvri Sofia ,Bulgaria,Left-Back
10812,Martin Stoychev,19,€300k, Septemvri Sofia ,Bulgaria,Right-Back
10813,Petar Cuic,23,€175k, Septemvri Sofia ,Croatia,Defensive Midfield
10814,Kubrat Onasci,16,€50k, Septemvri Sofia ,Bulgaria,Defensive Midfield
10815,Aleksandar Todorov,21,€300k, Septemvri Sofia ,Bulgaria,Central Midfield
10816,Krasimir Stanoev,28,€300k, Septemvri Sofia ,Bulgaria,Central Midfield
10817,Yoan Gavrilov,24,€200k, Septemvri Sofia ,Bulgaria,Central Midfield
10818,Sebastian Jakubiak,29,€125k, Septemvri Sofia ,Germany,Central Midfield
10819,Zahari Atanasov,18,€50k, Septemvri Sofia ,Bulgaria,Right Midfield
10820,Dimitar Kostadinov,23,€500k, Septemvri Sofia ,Bulgaria,Attacking Midfield
10821,Aykut Ramadan,24,€300k, Septemvri Sofia ,Bulgaria,Attacking Midfield
10822,Kristiyan Peshov,25,€250k, Septemvri Sofia ,Bulgaria,Attacking Midfield
10823,Viktor Zorov,21,€100k, Septemvri Sofia ,Bulgaria,Attacking Midfield
10824,Simeon Aleksandrov,19,€250k, Septemvri Sofia ,Bulgaria,Left Winger
10825,Mitko Mitkov,22,€200k, Septemvri Sofia ,Bulgaria,Left Winger
10826,Atanas Kabov,24,€350k, Septemvri Sofia ,Bulgaria,Right Winger
10827,Martin Stojanov,24,€300k, Septemvri Sofia ,North Macedonia,Right Winger
10828,Martin Petkov,20,€500k, Septemvri Sofia ,Bulgaria,Centre-Forward
10829,Valentin Yoskov,24,€200k, Septemvri Sofia ,Bulgaria,Centre-Forward
10830,Vlatko Stojanovski,25,€200k, Septemvri Sofia ,North Macedonia,Centre-Forward
10831,Dinko Horkas,24,€500k, Lokomotiv Plovdiv ,Croatia,Goalkeeper
10832,Ilko Pirgov,36,€50k, Lokomotiv Plovdiv ,Bulgaria,Goalkeeper
10833,Kristian Tomov,20,€50k, Lokomotiv Plovdiv ,Bulgaria,Goalkeeper
10834,Martin Paskalev,21,€400k, Lokomotiv Plovdiv ,Bulgaria,Centre-Back
10835,Jorge Segura,26,€250k, Lokomotiv Plovdiv ,Colombia,Centre-Back
10836,Todor Pavlov,18,€200k, Lokomotiv Plovdiv ,Bulgaria,Centre-Back
10837,Aleksandar Georgiev,19, , Lokomotiv Plovdiv ,Bulgaria,Centre-Back
10838,Josip Tomasevic,29,€300k, Lokomotiv Plovdiv ,Croatia,Left-Back
10839,Giovanni Troupée,25,€500k, Lokomotiv Plovdiv ,Curacao,Right-Back
10840,Matheus Silva,25,€300k, Lokomotiv Plovdiv ,Brazil,Right-Back
10841,Milos Petrovic,32,€200k, Lokomotiv Plovdiv ,Serbia,Right-Back
10842,Petar Vitanov,28,€700k, Lokomotiv Plovdiv ,Bulgaria,Defensive Midfield
10843,Pierre Zebli,25,€400k, Lokomotiv Plovdiv ,Cote d'Ivoire,Defensive Midfield
10844,Georgi Karakashev,24,€250k, Lokomotiv Plovdiv ,Bulgaria,Central Midfield
10845,Ivan Mihaylov,19,€25k, Lokomotiv Plovdiv ,Bulgaria,Central Midfield
10846,Cristhian Mendoza,20,€10k, Lokomotiv Plovdiv ,Venezuela,Central Midfield
10847,Hristo Ivanov,22,€300k, Lokomotiv Plovdiv ,Bulgaria,Attacking Midfield
10848,Giovanny,25,€500k, Lokomotiv Plovdiv ,Brazil,Left Winger
10849,Denislav Aleksandrov,25,€250k, Lokomotiv Plovdiv ,Bulgaria,Left Winger
10850,Alpha Conteh,22,€175k, Lokomotiv Plovdiv ,Sierra Leone,Left Winger
10851,Babacar Dione,26,€250k, Lokomotiv Plovdiv ,Belgium,Right Winger
10852,Dimitar Iliev,34,€500k, Lokomotiv Plovdiv ,Bulgaria,Centre-Forward
10853,Erik Sorga,23,€250k, Lokomotiv Plovdiv ,Estonia,Centre-Forward
10854,Ivaylo Dimitrov,34,€50k, Lokomotiv Plovdiv ,Bulgaria,Centre-Forward
10855,Axel Velev,16, , Lokomotiv Plovdiv ,Bulgaria,Centre-Forward
10856,Aleksandar Lyubenov,28,€300k, Lokomotiv Sofia ,Bulgaria,Goalkeeper
10857,Baboucarr Gaye,25,€100k, Lokomotiv Sofia ,The Gambia,Goalkeeper
10858,Zharko Istatkov,20,€50k, Lokomotiv Sofia ,Bulgaria,Goalkeeper
10859,David Malembana,27,€300k, Lokomotiv Sofia ,Mozambique,Centre-Back
10860,Alan Dias,24,€300k, Lokomotiv Sofia ,Brazil,Centre-Back
10861,Matheus Duarte,27,€300k, Lokomotiv Sofia ,Brazil,Centre-Back
10862,Mario Petkov,26,€150k, Lokomotiv Sofia ,Bulgaria,Centre-Back
10863,Kadu,26,€150k, Lokomotiv Sofia ,Brazil,Centre-Back
10864,Miki Orachev,27,€300k, Lokomotiv Sofia ,Bulgaria,Left-Back
10865,Bruno Franco,25,€50k, Lokomotiv Sofia ,Brazil,Left-Back
10866,Celso Raposo,27,€400k, Lokomotiv Sofia ,Portugal,Right-Back
10867,Martin Raynov,30,€400k, Lokomotiv Sofia ,Bulgaria,Defensive Midfield
10868,Bozhidar Katsarov,29,€350k, Lokomotiv Sofia ,Bulgaria,Defensive Midfield
10869,Ivaylo Naydenov,25,€300k, Lokomotiv Sofia ,Bulgaria,Defensive Midfield
10870,Krasimir Miloshev,23,€300k, Lokomotiv Sofia ,Bulgaria,Defensive Midfield
10871,Antonio Vutov,26,€500k, Lokomotiv Sofia ,Bulgaria,Attacking Midfield
10872,Luka Ivanov,19,€100k, Lokomotiv Sofia ,Bulgaria,Attacking Midfield
10873,Hristiyan Chipev,21,€100k, Lokomotiv Sofia ,Bulgaria,Attacking Midfield
10874,Aleksandar Aleksandrov,29,€300k, Lokomotiv Sofia ,Bulgaria,Right Winger
10875,França,28,€300k, Lokomotiv Sofia ,Brazil,Right Winger
10876,Yuliyan Nenov,28,€250k, Lokomotiv Sofia ,Bulgaria,Right Winger
10877,Dimo Bakalov,34,€100k, Lokomotiv Sofia ,Bulgaria,Right Winger
10878,Stanislav Kostov,31,€300k, Lokomotiv Sofia ,Bulgaria,Centre-Forward
10879,Ivan Dyulgerov,23,€500k, Cherno More Varna ,Bulgaria,Goalkeeper
10880,Georgi Georgiev,34,€100k, Cherno More Varna ,Bulgaria,Goalkeeper
10881,Galin Grigorov,19,€50k, Cherno More Varna ,Bulgaria,Goalkeeper
10882,Zhivko Atanasov,32,€300k, Cherno More Varna ,Bulgaria,Centre-Back
10883,Vlatko Drobarov,30,€250k, Cherno More Varna ,North Macedonia,Centre-Back
10884,Daniel Dimov,34,€150k, Cherno More Varna ,Bulgaria,Centre-Back
10885,Rosen Stefanov,20,€100k, Cherno More Varna ,Bulgaria,Centre-Back
10886,Aleksandar Vasilev,27,€300k, Cherno More Varna ,Bulgaria,Left-Back
10887,Martin Dichev,22,€250k, Cherno More Varna ,Bulgaria,Left-Back
10888,Viktor Popov,23,€800k, Cherno More Varna ,Bulgaria,Right-Back
10889,Tsvetomir Panov,33,€200k, Cherno More Varna ,Bulgaria,Right-Back
10890,Vasil Panayotov,32,€400k, Cherno More Varna ,Bulgaria,Defensive Midfield
10891,Arlind Dakaj,21,€200k, Cherno More Varna ,Switzerland,Defensive Midfield
10892,Stefan Velev,33,€200k, Cherno More Varna ,Bulgaria,Defensive Midfield
10893,Mazire Soula,24,€250k, Cherno More Varna ,France,Central Midfield
10894,Alex Fernandes,20,€200k, Cherno More Varna ,Brazil,Attacking Midfield
10895,Edgar Pacheco,22,€375k, Cherno More Varna ,Portugal,Left Winger
10896,Angel Angelov,23,€50k, Cherno More Varna ,Bulgaria,Left Winger
10897,Velislav Vasilev,21,€400k, Cherno More Varna ,Bulgaria,Right Winger
10898,Nikolay Zlatev,18,€100k, Cherno More Varna ,Bulgaria,Right Winger
10899,Baiano,27,€50k, Cherno More Varna ,Brazil,Right Winger
10900,Atanas Iliev,28,€300k, Cherno More Varna ,Bulgaria,Centre-Forward
10901,Ismail Issa,33,€100k, Cherno More Varna ,Bulgaria,Centre-Forward
10902,Matheus Machado,20,€10k, Cherno More Varna ,Brazil,Centre-Forward
10903,Marin Petkov,19,€10k, Cherno More Varna ,Bulgaria,Centre-Forward
10904,Svetoslav Vutsov,20,€1.00m, Slavia Sofia ,Bulgaria,Goalkeeper
10905,Nikolay Krastev,26,€100k, Slavia Sofia ,Bulgaria,Goalkeeper
10906,Georgi Petkov,47,€10k, Slavia Sofia ,Bulgaria,Goalkeeper
10907,Ventsislav Kerchev,25,€300k, Slavia Sofia ,Bulgaria,Centre-Back
10908,Emil Viyachki,32,€150k, Slavia Sofia ,Bulgaria,Centre-Back
10909,Veljko Jelenkovic,19,€100k, Slavia Sofia ,Bulgaria,Centre-Back
10910,Nathan Gassama,22,€50k, Slavia Sofia ,France,Centre-Back
10911,Ludovic Soares,28,€450k, Slavia Sofia ,Cape Verde,Left-Back
10912,Ertan Tombak,23,€350k, Slavia Sofia ,Bulgaria,Left-Back
10913,Hristo Popadiyn,29,€200k, Slavia Sofia ,Bulgaria,Right-Back
10914,Erol Dost,23,€350k, Slavia Sofia ,Bulgaria,Defensive Midfield
10915,Chung Nguyen Do,17,€50k, Slavia Sofia ,Bulgaria,Defensive Midfield
10916,Ivan Minchev,31,€300k, Slavia Sofia ,Bulgaria,Central Midfield
10917,Kristiyan Stoyanov,20,€50k, Slavia Sofia ,Bulgaria,Central Midfield
10918,Kristian Dobrev,21,€300k, Slavia Sofia ,Bulgaria,Attacking Midfield
10919,Emil Stoev,27,€250k, Slavia Sofia ,Bulgaria,Attacking Midfield
10920,Galin Ivanov,34,€100k, Slavia Sofia ,Bulgaria,Attacking Midfield
10921,Darko Tasevski,38,€10k, Slavia Sofia ,North Macedonia,Attacking Midfield
10922,Toni Tasev,29,€400k, Slavia Sofia ,Bulgaria,Left Winger
10923,Ahmed Ahmedov,28,€100k, Slavia Sofia ,Bulgaria,Centre-Forward
10924,Vladimir Nikolov,22,€100k, Slavia Sofia ,Bulgaria,Centre-Forward
10925,Ivan Dichevski,21,€200k, Spartak Varna ,Bulgaria,Goalkeeper
10926,Cristiano Figueiredo,32,€200k, Spartak Varna ,Portugal,Goalkeeper
10927,Ben Karamoko,27,€300k, Spartak Varna ,Cote d'Ivoire,Centre-Back
10928,Luan,26,€300k, Spartak Varna ,Brazil,Centre-Back
10929,Plamen Dimov,32,€200k, Spartak Varna ,Bulgaria,Centre-Back
10930,Emanuel,23,€100k, Spartak Varna ,Brazil,Centre-Back
10931,Velislav Boev,19,€100k, Spartak Varna ,Bulgaria,Left-Back
10932,Alexandr Belousov,24,€200k, Spartak Varna ,Moldova,Right-Back
10933,Ivaylo Klimentov,25,€250k, Spartak Varna ,Bulgaria,Defensive Midfield
10934,Ivan Yordanov,22,€200k, Spartak Varna ,Bulgaria,Defensive Midfield
10935,Aleksandar Tsvetkov,32,€175k, Spartak Varna ,Bulgaria,Defensive Midfield
10936,Nathan Holder,20,€50k, Spartak Varna ,Curacao,Defensive Midfield
10937,Bozhidar Vasev,30,€300k, Spartak Varna ,Bulgaria,Central Midfield
10938,Rumen Rumenov,29,€250k, Spartak Varna ,Bulgaria,Central Midfield
10939,Rober Sierra,26,€200k, Spartak Varna ,Spain,Central Midfield
10940,Daniel Nachev,19,€100k, Spartak Varna ,Bulgaria,Attacking Midfield
10941,Romeesh Ivey,28,€250k, Spartak Varna ,Panama,Left Winger
10942,Rodney Antwi,27,€200k, Spartak Varna ,Netherlands,Left Winger
10943,Leroy-Jacques Mickels,27,€125k, Spartak Varna ,Germany,Left Winger
10944,Viktor Mitev,31,€100k, Spartak Varna ,Bulgaria,Left Winger
10945,João Mário,29,€100k, Spartak Varna ,Guinea-Bissau,Left Winger
10946,Liandro Martis,27,€100k, Spartak Varna ,Curacao,Left Winger
10947,Ewandro Costa,27,€450k, Spartak Varna ,Brazil,Centre-Forward
10948,Denys Balanyuk,26,€150k, Spartak Varna ,Ukraine,Centre-Forward
10949,Ivan Karadzhov,33,€200k, Beroe Stara Zagora ,Bulgaria,Goalkeeper
10950,Ivan Goshev,22,€100k, Beroe Stara Zagora ,Bulgaria,Goalkeeper
10951,Pedro Henrique,22,€700k, Beroe Stara Zagora ,Brazil,Centre-Back
10952,Maks Celic,27,€150k, Beroe Stara Zagora ,Croatia,Centre-Back
10953,Zarija Lambulic,24,€100k, Beroe Stara Zagora ,Serbia,Centre-Back
10954,Klaidher Macedo,24,€10k, Beroe Stara Zagora ,Brazil,Centre-Back
10955,Boubacar Traorè,25,€300k, Beroe Stara Zagora ,Senegal,Left-Back
10956,Saná,23,€250k, Beroe Stara Zagora ,Guinea-Bissau,Left-Back
10957,Georgi Dinkov,31,€100k, Beroe Stara Zagora ,Bulgaria,Left-Back
10958,Atanas Yordanov,21,€25k, Beroe Stara Zagora ,Bulgaria,Left-Back
10959,Gustavo Cascardo,26,€150k, Beroe Stara Zagora ,Brazil,Right-Back
10960,Yoan Baurenski,21,€200k, Beroe Stara Zagora ,Bulgaria,Defensive Midfield
10961,Simeon Mechev,33,€100k, Beroe Stara Zagora ,Bulgaria,Defensive Midfield
10962,Serkan Yusein,27,€400k, Beroe Stara Zagora ,Bulgaria,Central Midfield
10963,Bozhidar Penchev,21,€50k, Beroe Stara Zagora ,Bulgaria,Central Midfield
10964,Romario Moise,26,€250k, Beroe Stara Zagora ,Romania,Attacking Midfield
10965,Uerdi Mara,24,€200k, Beroe Stara Zagora ,Albania,Attacking Midfield
10966,Denislav Stanchev,23,€100k, Beroe Stara Zagora ,Bulgaria,Left Winger
10967,Spas Georgiev,30,€200k, Beroe Stara Zagora ,Bulgaria,Right Winger
10968,Tonislav Yordanov,24,€450k, Beroe Stara Zagora ,Bulgaria,Centre-Forward
10969,Vinni Triboulet,23,€400k, Beroe Stara Zagora ,Cameroon,Centre-Forward
10970,Kaloyan Krastev,24,€150k, Beroe Stara Zagora ,Bulgaria,Centre-Forward
10971,Vasil Vasilev,17, , Beroe Stara Zagora ,Bulgaria,Centre-Forward
10972,Krasimir Kostov,28,€400k, Botev Vratsa ,Bulgaria,Goalkeeper
