,Player,Value,Nation,Pos,Pos2,Squad,Comp,Age,MP,Starts,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assists,PPA,CrsPA,PasAtt,PasFK,PasPress,Sw,PasCrs,CK,PaswLeft,PaswRight,PasInt,SCA,GCA,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,Press,Blocks,BlkSh,BlkShSv,Int,Tkl+Int,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,DriSucc,DriAtt,DriSucc%,Carries,CarTotDist,CarPrgDist,CarDis,Rec,Rec%,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKcon,OG,AerWon,AerLost,AerWon%,stats_id,player_id
2795,Matías Viña,600000000,URU,1,N/A,Roma,Serie A,24,26.0,18.0,1565.0,0.0,0.69,0.17,25.0,0.0,17.8,0.0,0.0,0.0,38.3,79.3,86.8,84.9,53.8,0.06,0.8,0.34,48.3,1.03,4.54,0.57,1.32,0.11,31.9,5.52,1.9,2.13,0.17,1.84,0.63,0.34,1.21,42.0,17.6,2.41,0.23,0.0,2.41,5.23,3.16,18.9,28.9,15.9,0.69,1.84,37.5,34.0,150.9,95.6,0.63,33.3,92.2,0.11,0.0,0.0,0.52,1.15,0.11,1.32,0.0,0.0,0.98,0.98,50.0,2796,2796
2797,Mattia Viti,1000000000,ITA,1,N/A,Empoli,Serie A,20,20.0,16.0,1491.0,0.0,0.18,0.0,0.0,0.0,17.4,0.0,0.0,0.0,34.5,83.6,90.5,89.1,69.6,0.0,0.0,0.0,41.2,2.47,4.58,0.54,0.0,0.0,29.2,8.01,0.9,0.3,0.06,1.2,0.78,0.18,0.84,58.3,13.6,2.47,1.57,0.06,2.17,4.34,10.8,28.0,25.1,2.47,0.48,0.78,61.5,29.5,186.4,111.4,0.12,28.3,97.7,0.18,0.06,0.06,0.9,0.9,0.06,0.0,0.0,0.06,1.93,2.53,43.2,2798,2798
2804,Kevin Vogt,350000000,GER,1,N/A,Hoffenheim,Bundesliga,30,30.0,29.0,2569.0,0.0,0.11,0.0,0.0,0.0,29.8,0.0,0.0,0.0,66.9,88.5,93.2,94.5,76.0,0.07,0.56,0.07,75.6,2.39,8.7,2.88,0.14,0.0,4.25,66.6,1.58,0.91,0.14,0.77,0.21,0.0,0.39,42.3,8.74,1.3,0.28,0.0,1.05,2.04,10.9,46.7,41.6,2.11,0.14,0.18,80.0,56.3,336.0,192.1,0.25,59.9,98.4,0.25,0.0,0.0,0.88,0.7,0.04,0.14,0.04,0.0,1.26,1.37,48.0,2805,2805
2805,Mërgim Vojvoda,500000000,KVX,1,N/A,Torino,Serie A,27,29.0,22.0,1976.0,0.0,0.82,0.32,38.9,0.0,17.7,0.0,0.0,0.0,41.5,78.4,90.1,80.7,51.6,0.14,1.41,0.68,53.0,0.55,6.68,1.41,2.86,0.14,3.45,39.2,1.82,1.73,0.18,1.0,0.55,0.32,0.77,54.8,10.6,1.86,0.41,0.0,1.27,3.14,3.5,15.5,30.0,21.0,0.91,1.41,64.5,38.9,200.2,108.1,0.55,38.1,90.8,0.14,0.0,0.0,1.27,0.5,0.05,2.86,0.0,0.0,1.5,1.32,53.2,2806,2806
2806,Kevin Volland,1000000000,GER,2,FW,Monaco,Ligue 1,29,34.0,29.0,2436.0,0.33,1.85,0.85,46.0,0.16,12.9,0.07,0.04,0.04,15.9,67.0,75.2,70.0,60.0,0.33,1.11,0.15,23.8,0.04,7.2,0.44,0.96,0.04,16.3,4.83,1.37,2.47,0.63,0.18,0.55,0.3,0.3,22.2,19.6,0.59,0.0,0.0,0.33,1.37,0.26,2.36,16.0,16.6,0.77,1.4,55.3,21.8,85.8,48.2,1.51,25.6,60.2,0.37,0.0,0.0,2.1,1.18,0.63,0.96,0.0,0.04,1.18,2.55,31.7,2807,2807
2807,Cristian Volpato,300000000,AUS,2,FW,Roma,Serie A,18,3.0,0.0,38.0,2.5,2.5,2.5,100.0,1.0,15.0,0.0,0.0,0.0,50.0,74.1,85.7,66.7,80.0,0.0,0.0,0.0,67.5,0.0,12.5,0.0,0.0,0.0,60.0,5.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,32.5,50.0,2.5,2.5,100.0,65.0,387.5,255.0,5.0,62.5,89.3,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,7.5,0.0,2808,2808
2808,Aster Vranckx,850000000,BEL,2,N/A,Wolfsburg,Bundesliga,19,24.0,12.0,1141.0,0.16,1.97,0.63,32.0,0.08,20.1,0.31,0.0,0.0,27.4,78.9,88.3,84.4,58.0,0.0,0.79,0.24,34.7,0.55,6.85,1.5,1.1,0.71,6.69,25.0,1.02,2.05,0.08,1.57,1.02,0.39,0.87,39.3,25.7,2.05,0.63,0.0,1.42,4.41,2.68,13.8,26.7,13.1,1.26,2.2,57.1,31.8,138.0,63.1,1.5,30.2,82.4,0.16,0.0,0.0,3.62,1.42,0.08,1.1,0.0,0.0,1.73,1.73,50.0,2809,2809
2809,Stefan de Vrij,1000000000,NED,1,N/A,Inter,Serie A,30,30.0,28.0,2410.0,0.0,0.71,0.11,15.8,0.0,9.0,0.0,0.0,0.0,53.1,93.1,94.5,97.2,80.1,0.0,0.15,0.0,57.0,1.04,5.52,0.63,0.0,0.0,6.87,46.1,0.52,0.22,0.04,0.93,0.6,0.04,0.52,53.8,7.69,0.75,0.3,0.0,1.64,3.21,9.29,37.1,30.6,1.53,0.11,0.11,100.0,41.0,274.1,139.8,0.15,44.8,98.8,0.11,0.0,0.0,0.78,0.3,0.0,0.0,0.04,0.04,3.25,1.94,62.6,2810,2810
2813,Walace,700000000,BRA,2,N/A,Udinese,Serie A,27,36.0,33.0,2970.0,0.03,1.42,0.33,23.4,0.02,24.2,0.0,0.0,0.0,41.3,82.6,88.5,89.5,63.0,0.0,0.52,0.06,50.0,1.82,6.97,1.55,0.27,0.0,6.27,40.3,1.48,2.0,0.09,1.18,1.33,0.27,1.27,39.3,17.8,1.45,0.15,0.0,2.61,5.39,3.91,19.3,35.8,10.5,0.79,1.18,66.7,39.9,221.8,112.9,1.27,37.6,94.0,0.18,0.03,0.0,1.67,1.15,0.03,0.27,0.03,0.0,0.82,0.91,47.4,2814,2814
2814,Theo Walcott,180000000,ENG,2,FW,Southampton,Premier League,33,9.0,5.0,379.0,0.0,1.43,0.0,0.0,0.0,15.9,0.0,0.0,0.0,14.5,70.9,83.7,68.8,50.0,0.0,0.24,0.0,20.5,0.0,3.1,0.0,0.95,0.0,1.67,16.4,0.24,0.95,0.24,0.48,0.24,0.48,0.71,60.0,18.8,1.19,0.0,0.0,1.67,2.86,0.71,6.43,11.0,15.0,0.24,0.48,50.0,18.6,86.4,36.4,0.71,20.2,62.0,0.0,0.0,0.0,0.48,1.43,0.48,0.95,0.0,0.0,0.71,0.95,42.9,2815,2815
2815,Luca Waldschmidt,300000000,GER,2,FW,Wolfsburg,Bundesliga,26,14.0,9.0,717.0,0.13,2.13,0.38,17.6,0.06,16.9,0.0,0.0,0.0,23.9,78.0,81.7,81.4,75.0,0.0,0.63,0.13,30.6,0.25,5.0,0.63,0.63,0.25,22.1,5.75,1.63,1.88,0.25,0.5,0.63,0.0,0.38,30.0,12.1,0.88,0.0,0.0,1.25,2.38,0.38,7.38,21.5,15.8,1.0,2.5,40.0,28.9,97.3,40.8,1.75,31.4,75.1,0.25,0.0,0.0,1.38,1.38,0.0,0.63,0.0,0.0,0.38,1.63,18.8,2816,2816
2816,Kyle Walker,1500000000,ENG,1,N/A,Manchester City,Premier League,32,20.0,20.0,1755.0,0.0,0.41,0.1,25.0,0.0,23.5,0.05,0.0,0.0,75.1,88.9,94.2,91.7,75.4,0.1,1.03,0.26,84.5,1.13,6.05,2.77,1.44,0.0,2.0,72.1,1.23,1.85,0.26,0.56,0.51,0.1,0.56,50.0,8.41,1.03,0.21,0.0,1.28,2.46,2.31,18.2,56.9,21.1,0.41,0.72,57.1,65.7,277.9,119.1,0.36,68.9,96.1,0.05,0.0,0.0,0.36,0.67,0.05,1.44,0.0,0.0,1.08,0.87,55.3,2817,2817
2817,Kyle Walker-Peters,2500000000,ENG,1,N/A,Southampton,Premier League,25,32.0,29.0,2633.0,0.03,0.92,0.24,25.9,0.04,19.2,0.0,0.0,0.0,36.6,78.8,88.7,80.5,55.0,0.07,1.26,0.1,46.4,0.51,7.47,0.38,1.13,0.0,4.2,31.9,1.54,2.08,0.27,0.96,0.89,0.31,0.68,55.6,12.5,1.81,0.31,0.0,1.91,4.06,3.04,15.0,27.7,21.9,1.74,2.73,63.8,39.0,259.0,161.8,1.67,33.9,89.5,0.17,0.0,0.0,0.99,1.81,0.1,1.13,0.0,0.0,1.09,1.37,44.4,2818,2818
2818,Sebastian Walukiewicz,300000000,POL,1,N/A,Cagliari,Serie A,22,7.0,4.0,302.0,0.0,0.29,0.0,0.0,0.0,5.0,0.0,0.0,0.0,47.4,89.9,94.8,92.7,78.4,0.0,0.59,0.0,52.6,2.65,4.12,1.18,0.29,0.0,4.71,45.0,0.88,0.29,0.0,2.06,0.29,0.0,0.88,75.0,16.5,1.76,0.59,0.0,2.65,5.0,7.35,35.9,29.1,2.94,1.76,1.76,100.0,40.6,237.1,117.4,0.29,43.2,99.3,0.29,0.0,0.0,1.18,1.18,0.0,0.29,0.0,0.0,0.59,0.88,40.0,2819,2819
2819,Aaron Wan-Bissaka,2200000000,ENG,1,N/A,Manchester Utd,Premier League,24,20.0,20.0,1793.0,0.0,0.25,0.05,20.0,0.0,13.5,0.0,0.0,0.0,46.7,83.5,91.4,86.7,54.5,0.0,0.6,0.35,55.9,0.55,7.04,1.01,1.11,0.0,3.52,42.1,2.56,1.56,0.05,1.31,0.65,0.35,0.35,38.9,11.3,2.81,0.75,0.05,2.56,4.87,4.22,23.6,30.9,18.5,1.81,2.91,62.1,43.2,200.7,112.8,1.41,40.2,90.8,0.1,0.0,0.0,0.95,0.85,0.05,1.11,0.05,0.0,0.95,1.56,38.0,2820,2820
2820,Paul Wanner,300000000,GER,3,MF,Bayern Munich,Bundesliga,16,4.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,82.4,92.3,50.0,50.0,0.0,2.5,0.0,42.5,2.5,5.0,0.0,0.0,0.0,27.5,12.5,2.5,2.5,0.0,0.0,5.0,0.0,2.5,100.0,37.5,2.5,0.0,0.0,0.0,5.0,0.0,15.0,30.0,20.0,0.0,0.0,0.0,42.5,147.5,95.0,5.0,50.0,95.2,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2821,2821
2821,Danny Ward,800000000,WAL,4,N/A,Leicester City,Premier League,28,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,88.2,100.0,100.0,60.0,0.0,0.0,0.0,34.0,2.0,1.0,0.0,0.0,0.0,3.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,38.0,0.0,0.0,0.0,0.0,0.0,17.0,70.0,17.0,0.0,18.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2822,2822
2822,Joel Ward,200000000,ENG,1,N/A,Crystal Palace,Premier League,32,28.0,27.0,2487.0,0.0,0.36,0.04,10.0,0.0,19.6,0.0,0.0,0.0,49.6,80.0,89.7,86.5,51.5,0.0,0.54,0.14,62.0,1.38,7.57,1.16,1.09,0.11,4.67,44.0,1.96,0.58,0.07,1.09,0.62,0.04,0.87,47.1,10.3,1.92,0.43,0.0,1.96,3.7,5.54,28.5,35.2,12.9,0.62,0.91,68.0,42.0,192.6,98.4,0.83,42.6,96.5,0.29,0.0,0.0,1.09,0.91,0.04,1.09,0.0,0.0,2.9,1.34,68.4,2823,2823
2823,James Ward-Prowse,3800000000,ENG,2,N/A,Southampton,Premier League,27,36.0,36.0,3215.0,0.28,1.43,0.56,39.2,0.12,26.7,0.64,0.11,0.11,46.8,78.4,91.6,88.1,44.5,0.14,0.64,0.25,59.7,2.97,7.09,3.25,1.9,5.94,4.17,51.6,1.04,3.17,0.2,0.45,0.67,0.2,0.36,20.0,15.4,1.82,0.42,0.03,1.68,3.0,2.44,12.7,36.8,22.2,0.42,0.7,60.0,36.7,136.6,61.5,0.76,39.1,92.4,0.08,0.03,0.0,0.84,0.84,0.0,1.9,0.0,0.0,0.95,1.12,45.9,2824,2824
2825,Daniel Wass,250000000,DEN,1,N/A,Atlético Madrid,La Liga,32,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,81.5,93.3,80.0,0.0,0.0,0.0,0.0,54.0,0.0,8.0,0.0,0.0,0.0,4.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,100.0,16.0,0.0,0.0,0.0,2.0,4.0,2.0,22.0,22.0,22.0,0.0,0.0,0.0,26.0,186.0,116.0,2.0,26.0,68.4,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2826,2826
2826,Daniel Wass,250000000,DEN,2,N/A,Valencia,La Liga,32,19.0,19.0,1582.0,0.06,1.59,0.45,28.6,0.04,23.5,0.06,0.0,0.0,30.6,78.9,85.7,85.9,55.4,0.06,0.45,0.06,38.8,2.22,5.74,1.48,1.08,0.8,2.61,32.2,0.8,1.36,0.06,0.57,1.02,0.06,0.4,28.0,13.7,1.25,0.11,0.0,0.91,2.56,2.1,9.15,28.7,11.4,0.57,0.63,90.9,25.5,117.8,63.9,0.45,26.5,88.3,0.34,0.0,0.0,2.1,1.08,0.0,1.08,0.0,0.0,1.53,1.31,54.0,2827,2827
2827,Ollie Watkins,3200000000,ENG,3,N/A,Aston Villa,Premier League,26,35.0,33.0,2952.0,0.34,2.35,0.95,40.3,0.13,13.5,0.0,0.03,0.03,15.0,71.6,78.3,68.8,56.1,0.06,0.73,0.03,21.0,0.03,5.76,0.18,0.7,0.0,2.44,14.8,0.95,2.2,0.24,0.06,0.21,0.24,0.06,20.0,17.6,1.28,0.12,0.0,0.52,1.04,0.88,2.16,14.6,18.4,0.91,1.77,51.7,20.9,95.9,56.5,2.32,25.6,55.4,0.21,0.0,0.0,1.16,1.46,0.52,0.7,0.0,0.0,2.68,3.66,42.3,2828,2828
2828,Timothy Weah,1200000000,USA,2,FW,Lille,Ligue 1,22,29.0,17.0,1616.0,0.17,1.83,0.44,24.2,0.09,18.6,0.0,0.0,0.0,22.8,73.9,85.6,70.9,55.3,0.22,1.11,0.44,30.9,0.22,6.83,0.5,2.78,0.06,2.67,25.7,1.44,2.89,0.39,0.39,0.39,0.22,0.44,38.1,11.7,1.11,0.11,0.0,1.0,2.0,0.61,4.5,18.7,20.9,1.22,2.0,61.1,29.8,176.9,94.9,1.5,30.4,72.1,0.11,0.06,0.0,0.61,1.39,0.33,2.78,0.0,0.0,1.17,1.61,42.0,2829,2829
2829,Adam Webster,2200000000,ENG,1,N/A,Brighton,Premier League,27,22.0,16.0,1434.0,0.13,0.57,0.13,22.2,0.22,9.2,0.0,0.0,0.0,58.7,82.2,87.3,91.5,59.1,0.0,0.06,0.0,71.4,1.07,8.55,2.2,0.25,0.0,14.5,49.1,1.7,0.63,0.06,0.94,0.38,0.13,0.75,54.5,7.42,2.26,1.19,0.0,1.57,3.02,8.81,42.8,39.7,7.17,0.44,0.5,87.5,51.8,314.3,196.4,0.25,57.1,98.7,0.31,0.0,0.0,1.13,0.19,0.0,0.25,0.0,0.0,4.09,1.13,78.3,2830,2830
2830,Wout Weghorst,1400000000,NED,3,N/A,Burnley,Premier League,29,20.0,17.0,1450.0,0.12,1.86,0.43,23.3,0.07,13.6,0.0,0.0,0.0,17.9,66.7,73.6,66.7,63.2,0.19,0.5,0.06,26.8,0.0,8.45,0.31,0.5,0.0,1.55,18.2,1.99,1.74,0.31,0.25,0.56,0.25,0.37,30.0,32.2,1.86,0.31,0.0,0.5,1.55,1.37,4.53,20.6,16.3,0.87,1.18,73.7,22.5,69.6,22.2,2.05,27.5,53.5,0.19,0.0,0.0,2.05,1.3,0.56,0.5,0.0,0.0,4.1,6.65,38.2,2831,2831
2831,Wout Weghorst,1400000000,NED,3,N/A,Wolfsburg,Bundesliga,29,18.0,17.0,1553.0,0.35,2.2,1.1,50.0,0.13,11.9,0.0,0.06,0.12,18.6,71.1,76.9,67.9,71.0,0.06,0.46,0.0,26.2,0.06,8.21,0.23,0.12,0.0,2.6,17.7,1.21,2.14,0.17,0.23,0.35,0.17,0.17,25.0,23.3,0.92,0.17,0.0,0.17,0.92,0.87,3.76,20.0,14.3,0.46,0.75,61.5,20.9,69.2,28.8,1.33,26.8,55.2,0.12,0.0,0.0,0.98,2.08,0.81,0.12,0.0,0.0,3.12,2.66,54.0,2832,2832
2832,Noah Weißhaupt,250000000,GER,2,FW,Freiburg,Bundesliga,20,10.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,83.3,87.5,100.0,75.0,0.0,0.91,0.91,38.2,0.0,3.64,0.0,2.73,0.0,1.82,32.7,1.82,4.55,0.0,0.91,0.0,0.91,0.91,33.3,18.2,2.73,0.0,0.0,3.64,5.45,0.91,9.09,21.8,29.1,3.64,4.55,80.0,41.8,197.3,122.7,2.73,33.6,80.4,0.0,0.0,0.0,2.73,2.73,0.0,2.73,0.0,0.0,0.91,0.91,50.0,2833,2833
2833,Danny Welbeck,800000000,ENG,3,N/A,Brighton,Premier League,31,25.0,15.0,1478.0,0.37,2.62,1.22,46.5,0.14,12.3,0.0,0.0,0.0,13.8,79.9,85.2,83.9,50.0,0.12,0.49,0.0,17.3,0.0,4.94,0.06,0.37,0.0,1.34,13.0,0.73,2.2,0.24,0.06,0.61,0.18,0.12,18.2,16.0,1.22,0.3,0.0,0.3,1.16,1.1,2.5,10.7,19.1,0.79,1.59,50.0,19.5,93.5,45.7,1.89,22.9,49.4,0.0,0.0,0.0,1.16,1.16,0.24,0.37,0.0,0.0,2.87,4.02,41.6,2834,2834
2834,Timo Werner,2500000000,GER,3,MF,Chelsea,Premier League,26,21.0,15.0,1283.0,0.28,3.15,1.12,35.6,0.09,13.1,0.0,0.0,0.0,21.1,75.7,85.1,77.2,45.5,0.07,0.77,0.14,27.9,0.0,5.24,0.14,1.96,0.07,3.99,22.1,0.84,1.82,0.28,0.0,0.21,0.28,0.0,0.0,17.3,0.77,0.07,0.0,0.28,0.77,0.21,2.1,14.3,25.2,0.91,2.38,38.2,30.4,158.6,82.3,1.96,30.8,62.9,0.07,0.0,0.0,0.91,1.05,0.77,1.96,0.0,0.0,0.63,1.54,29.0,2835,2835
2836,Ben White,5000000000,ENG,1,N/A,Arsenal,Premier League,24,32.0,32.0,2880.0,0.0,0.38,0.09,25.0,0.0,14.1,0.0,0.0,0.0,48.1,85.8,91.8,92.4,62.5,0.0,0.19,0.0,56.0,1.28,6.03,1.28,0.13,0.0,5.34,45.8,1.13,0.78,0.03,0.84,0.34,0.13,0.59,44.2,7.88,1.69,0.81,0.0,2.06,3.38,7.84,31.7,35.1,4.09,0.22,0.5,43.8,43.4,245.5,139.6,0.34,44.6,99.0,0.09,0.0,0.0,0.69,0.91,0.0,0.13,0.03,0.03,2.13,1.41,60.2,2837,2837
2837,Silvan Widmer,500000000,SUI,1,N/A,Mainz 05,Bundesliga,29,33.0,33.0,2920.0,0.12,0.71,0.25,34.8,0.17,16.4,0.0,0.0,0.0,33.2,71.8,85.2,74.3,41.6,0.15,0.77,0.37,46.2,0.62,5.52,0.46,1.73,0.0,4.66,28.0,1.36,1.51,0.28,1.17,0.71,0.4,1.08,57.4,14.9,2.22,0.52,0.0,1.42,3.7,2.65,16.4,25.7,16.9,0.62,1.17,52.6,27.4,135.2,71.7,0.43,28.9,88.7,0.03,0.0,0.0,1.2,0.62,0.03,1.73,0.03,0.0,1.48,1.48,50.0,2838,2838
2838,Georginio Wijnaldum,1200000000,NED,2,N/A,Paris S-G,Ligue 1,31,31.0,18.0,1653.0,0.05,1.2,0.11,9.1,0.05,14.1,0.0,0.0,0.0,37.1,90.5,92.9,92.0,80.5,0.16,0.6,0.0,41.0,0.54,7.28,0.22,0.05,0.0,4.78,34.2,0.98,1.3,0.38,0.27,0.6,0.16,0.43,80.0,11.6,1.09,0.27,0.0,0.6,1.63,1.09,8.59,27.6,16.7,0.65,1.41,46.2,36.8,151.9,57.1,1.2,38.8,88.7,0.11,0.0,0.0,0.43,1.09,0.0,0.05,0.05,0.0,0.71,0.38,65.0,2839,2839
2839,Jetro Willems,800000,NED,1,N/A,Greuther Fürth,Bundesliga,28,24.0,20.0,1598.0,0.06,0.67,0.17,25.0,0.08,20.3,0.06,0.0,0.0,35.9,72.6,83.3,79.9,54.0,0.0,0.9,0.39,49.4,1.12,7.13,1.18,2.19,0.56,28.8,8.37,2.25,1.24,0.06,1.07,0.45,0.34,0.9,59.3,10.5,2.08,0.17,0.0,2.19,4.04,3.48,19.0,29.8,14.4,0.9,1.74,51.6,32.1,128.3,73.0,0.51,29.8,90.3,0.28,0.0,0.0,0.84,0.67,0.0,2.19,0.0,0.0,1.29,0.96,57.5,2840,2840
2840,Brandon Williams,1000000000,ENG,1,N/A,Norwich City,Premier League,21,26.0,23.0,2120.0,0.0,0.17,0.04,25.0,0.0,20.2,0.0,0.0,0.0,38.2,80.8,90.0,82.7,56.8,0.04,0.81,0.17,47.2,0.93,6.53,0.81,0.76,0.04,9.83,27.8,2.2,1.31,0.08,1.53,0.72,0.13,1.02,42.1,13.4,2.16,0.3,0.0,2.58,4.96,5.17,23.9,27.5,14.3,0.68,1.36,50.0,35.7,213.4,121.8,1.23,33.8,92.6,0.34,0.0,0.0,1.1,2.25,0.0,0.76,0.0,0.0,0.93,0.85,52.4,2841,2841
2841,Iñaki Williams,2500000000,ESP,3,N/A,Athletic Club,La Liga,27,38.0,32.0,2777.0,0.26,3.04,1.1,36.2,0.07,14.0,0.0,0.03,0.03,14.4,65.1,72.7,65.1,51.6,0.16,0.71,0.16,22.2,0.0,6.25,0.58,1.81,0.0,2.04,16.5,1.49,2.2,0.16,0.06,0.19,0.29,0.16,38.5,14.0,0.55,0.13,0.0,0.13,0.68,0.97,2.04,13.9,20.4,0.91,2.1,43.1,22.3,115.0,68.4,1.39,27.5,59.2,0.13,0.0,0.0,0.91,1.52,0.94,1.81,0.0,0.0,1.94,2.36,45.1,2842,2842
2842,Neco Williams,1800000000,WAL,1,N/A,Liverpool,Premier League,21,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,100.0,100.0,100.0,100.0,10.0,0.0,0.0,80.0,0.0,20.0,0.0,10.0,0.0,0.0,70.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,40.0,20.0,20.0,100.0,80.0,340.0,220.0,0.0,70.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,2843,2843
2843,Nico Williams,2500000000,ESP,2,N/A,Athletic Club,La Liga,19,34.0,11.0,1337.0,0.0,2.21,0.67,30.3,0.0,15.5,0.0,0.0,0.0,22.2,71.2,85.2,68.8,32.6,0.0,1.07,0.34,31.2,0.07,6.04,0.47,3.36,0.27,6.31,22.7,0.81,2.75,0.07,0.4,0.54,0.6,0.4,20.7,22.3,1.61,0.2,0.0,0.81,2.35,0.6,5.57,17.1,27.9,2.75,5.64,48.8,37.4,218.5,149.1,2.15,34.8,74.0,0.27,0.0,0.0,1.81,2.08,0.67,3.36,0.0,0.0,0.74,1.01,42.3,2844,2844
2844,Joe Willock,3000000000,ENG,2,N/A,Newcastle Utd,Premier League,22,29.0,24.0,2038.0,0.09,1.5,0.44,29.4,0.06,16.1,0.0,0.0,0.0,19.4,80.8,84.4,85.3,65.5,0.0,0.35,0.13,24.0,0.09,5.18,0.4,0.58,0.0,2.88,19.3,0.62,2.04,0.18,1.37,1.33,0.35,0.97,35.5,23.7,1.68,0.35,0.0,1.33,4.38,1.19,8.76,18.4,13.4,1.33,3.01,44.1,26.3,156.7,87.7,1.73,21.9,76.3,0.0,0.0,0.0,1.81,1.42,0.0,0.58,0.0,0.0,0.84,1.59,34.5,2845,2845
2845,Callum Wilson,1800000000,ENG,3,N/A,Newcastle Utd,Premier League,30,18.0,16.0,1386.0,0.52,2.08,0.78,37.5,0.19,13.4,0.0,0.13,0.13,7.99,69.9,72.6,74.6,54.5,0.0,0.26,0.06,11.4,0.06,4.16,0.06,0.32,0.0,1.1,7.4,0.32,1.3,0.0,0.06,0.19,0.26,0.06,25.0,12.3,0.58,0.26,0.0,0.26,0.78,0.84,2.47,10.1,12.8,0.91,1.62,56.0,13.8,50.3,28.1,1.88,16.7,40.2,0.26,0.0,0.0,2.01,1.69,1.1,0.32,0.0,0.0,1.95,5.06,27.8,2846,2846
2846,Patrick Wimmer,1200000000,AUT,3,MF,Arminia,Bundesliga,20,31.0,27.0,2052.0,0.13,2.5,0.66,26.3,0.05,19.3,0.13,0.0,0.0,18.6,56.2,67.0,62.6,41.1,0.26,0.92,0.18,33.0,1.4,6.71,1.23,1.01,2.76,6.18,21.7,2.15,3.51,0.44,0.61,1.32,0.57,0.39,20.9,23.4,1.75,0.13,0.0,2.02,4.52,0.75,8.16,24.8,22.7,3.29,6.23,52.8,32.4,172.5,108.6,3.25,27.5,75.7,0.31,0.0,0.0,2.32,1.67,0.22,1.01,0.04,0.0,1.67,2.68,38.4,2847,2847
2847,Jonas Wind,1400000000,DEN,3,MF,Wolfsburg,Bundesliga,23,14.0,14.0,1180.0,0.38,2.67,1.22,45.7,0.14,13.6,0.0,0.0,0.0,19.0,68.0,74.3,70.2,52.8,0.08,0.92,0.08,27.9,0.08,10.3,0.08,0.46,0.0,3.21,18.0,2.14,2.6,0.23,0.15,0.61,0.38,0.23,37.5,16.3,0.76,0.31,0.0,0.69,1.83,1.45,5.34,23.4,12.7,0.76,1.15,66.7,23.2,93.4,51.3,1.45,29.5,71.0,0.0,0.0,0.0,1.22,2.6,0.53,0.46,0.0,0.0,5.34,4.96,51.9,2848,2848
2849,Harry Winks,1200000000,ENG,2,N/A,Tottenham,Premier League,26,19.0,9.0,912.0,0.0,0.3,0.1,33.3,0.0,24.2,0.0,0.0,0.0,56.7,86.6,92.8,89.5,71.4,0.1,1.49,0.0,65.5,1.98,8.32,1.88,0.89,0.89,6.44,57.5,2.28,2.28,0.4,0.5,0.79,0.4,0.79,50.0,14.4,1.78,0.4,0.0,1.88,3.56,2.28,17.5,46.1,15.6,0.5,1.09,45.5,51.8,255.9,108.4,1.19,57.5,97.3,0.2,0.0,0.0,1.19,1.58,0.0,0.89,0.0,0.0,0.5,0.69,41.7,2850,2850
2850,Frederik Winther,100000000,DEN,1,N/A,Augsburg,Bundesliga,21,4.0,3.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,76.4,77.5,87.3,66.0,0.0,0.0,0.0,45.8,0.83,5.0,1.67,0.0,0.0,34.7,4.17,1.67,0.0,0.0,1.11,1.11,0.0,1.39,83.3,11.7,1.94,0.28,0.0,2.5,4.72,9.17,33.6,27.8,0.56,0.0,0.0,0.0,27.8,197.5,129.7,0.0,32.5,97.5,0.28,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,3.33,4.17,44.4,2851,2851
