,Player,Value,Nation,Pos,Pos2,Squad,Comp,Age,MP,Starts,Min,Goals,Shots,SoT,SoT%,G/Sh,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assists,PPA,CrsPA,PasAtt,PasFK,PasPress,Sw,PasCrs,CK,PaswLeft,PaswRight,PasInt,SCA,GCA,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDri%,Press,Blocks,BlkSh,BlkShSv,Int,Tkl+Int,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,DriSucc,DriAtt,DriSucc%,Carries,CarTotDist,CarPrgDist,CarDis,Rec,Rec%,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKcon,OG,AerWon,AerLost,AerWon%,stats_id,player_id,predicted_value
2586,Isaac Success,400000000,NGA,3,N/A,Udinese,Serie A,26,22.0,11.0,911.0,0.2,2.48,1.29,52.0,0.08,16.5,0.0,0.0,0.0,17.9,63.3,65.9,70.9,55.0,0.59,0.59,0.1,28.3,0.0,7.72,0.59,0.69,0.0,3.76,20.4,1.88,3.96,0.79,0.0,0.2,0.1,0.0,0.0,10.5,0.69,0.0,0.0,0.1,0.4,0.69,3.17,19.0,23.5,1.49,2.97,50.0,30.7,136.5,77.7,2.08,35.3,61.6,0.1,0.1,0.0,2.48,3.76,0.5,0.69,0.1,0.0,1.98,3.76,34.5,2587,2587,490013419.4974901
2587,Niklas Süle,3500000000,GER,1,N/A,Bayern Munich,Bundesliga,26,28.0,19.0,1837.0,0.05,0.78,0.29,37.5,0.06,17.6,0.0,0.0,0.0,77.1,90.6,94.4,93.6,81.9,0.1,0.44,0.05,85.0,1.52,10.5,2.7,0.34,0.05,13.9,64.0,1.52,1.23,0.25,1.13,0.64,0.0,0.88,78.3,7.45,1.18,0.64,0.0,1.76,3.53,10.8,42.0,52.8,6.62,0.34,0.49,70.0,62.5,369.4,205.0,0.34,69.5,98.7,0.1,0.0,0.0,0.54,0.1,0.05,0.34,0.0,0.0,2.7,0.98,73.3,2588,2588,3586243485.523865
2588,Kamaldeen Sulemana,2200000000,GHA,2,FW,Rennes,Ligue 1,20,20.0,11.0,1015.0,0.35,2.3,0.71,30.8,0.15,20.0,0.0,0.0,0.0,25.4,79.9,86.0,86.2,70.8,0.18,1.86,0.62,31.8,0.0,5.22,2.48,2.65,0.09,4.87,25.6,1.68,3.89,0.35,0.88,0.8,0.71,0.62,38.9,16.0,0.71,0.09,0.0,0.8,3.19,0.35,4.51,22.0,25.9,4.42,8.05,54.9,43.4,272.2,169.7,2.65,36.2,78.8,0.27,0.0,0.0,1.68,1.86,0.27,2.65,0.0,0.0,0.62,0.44,58.3,2589,2589,2237143990.646604
2589,Crysencio Summerville,1200000000,NED,2,FW,Leeds United,Premier League,20,6.0,0.0,130.0,0.0,1.43,0.0,0.0,0.0,11.9,0.0,0.0,0.0,35.7,72.5,83.9,72.0,50.0,0.0,2.86,0.0,49.3,0.0,7.86,0.71,2.86,0.0,3.57,44.3,2.86,1.43,0.0,1.43,0.71,2.14,2.14,100.0,15.7,1.43,0.0,0.0,3.57,7.86,1.43,11.4,21.4,36.4,2.14,4.29,50.0,53.6,277.1,123.6,3.57,43.6,75.3,0.0,0.0,0.0,0.71,1.43,0.0,2.86,0.0,0.0,0.71,3.57,16.7,2590,2590,1148021623.6960833
2590,Vladyslav Supriaha,0,UKR,3,N/A,Sampdoria,Serie A,22,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,5.0,0.0,25.0,65.0,30.0,0.0,30.0,85.7,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2591,2591,101623699.72874601
2591,Suso,700000000,ESP,3,N/A,Sevilla,La Liga,28,8.0,6.0,384.0,0.0,1.4,0.47,33.3,0.0,22.3,0.0,0.0,0.0,33.0,76.3,90.8,75.0,48.0,0.23,2.09,0.47,43.3,0.47,8.14,2.09,2.33,1.16,36.5,4.19,1.86,2.33,0.7,0.23,0.93,0.0,0.47,28.6,10.5,1.4,0.0,0.0,0.23,1.4,0.23,4.42,23.7,29.3,0.93,2.09,44.4,39.1,185.6,92.3,1.16,43.7,88.7,0.0,0.0,0.0,0.23,1.86,0.47,2.33,0.0,0.0,0.7,0.7,50.0,2592,2592,881359560.3358847
2592,Bosko Sutalo,300000000,CRO,1,N/A,Hellas Verona,Serie A,22,24.0,6.0,920.0,0.0,0.49,0.1,20.0,0.0,16.8,0.0,0.0,0.0,37.5,78.6,84.2,82.4,64.9,0.0,0.39,0.29,47.7,1.18,6.47,1.27,0.78,0.0,5.59,33.3,1.76,0.69,0.1,1.37,0.69,0.29,1.08,68.8,15.5,1.96,0.59,0.0,3.04,5.39,6.76,26.0,28.4,8.63,0.78,1.57,50.0,34.2,185.0,83.2,0.39,30.8,90.0,0.0,0.0,0.0,1.18,0.98,0.1,0.78,0.0,0.0,3.24,2.35,57.9,2593,2593,218735636.7566328
2593,Mattias Svanberg,1500000000,SWE,2,N/A,Bologna,Serie A,23,36.0,31.0,2564.0,0.11,1.37,0.46,33.3,0.08,19.9,0.07,0.0,0.0,27.6,74.0,88.6,75.7,50.0,0.11,0.98,0.25,37.3,0.77,6.32,1.47,1.19,1.05,4.77,30.0,1.33,2.11,0.21,0.6,0.7,0.28,0.49,25.5,16.4,1.82,0.49,0.0,1.12,2.7,1.86,11.1,26.3,14.2,0.88,1.72,51.0,31.8,142.3,74.4,0.84,32.7,87.1,0.25,0.0,0.0,1.4,2.39,0.0,1.19,0.0,0.0,0.88,1.16,43.1,2594,2594,1047899962.0142028
2594,Michael Svoboda,0,AUT,1,N/A,Venezia,Serie A,23,18.0,13.0,1236.0,0.0,0.58,0.0,0.0,0.0,6.1,0.0,0.0,0.0,37.7,84.2,92.4,91.5,69.4,0.0,0.15,0.07,44.7,1.53,6.79,1.68,0.07,0.0,6.35,35.0,0.66,0.29,0.07,1.9,0.51,0.0,0.8,44.0,13.6,2.04,1.09,0.22,1.75,4.16,11.2,33.9,23.9,2.34,0.15,0.22,66.7,31.8,196.7,124.8,0.44,32.8,97.0,0.15,0.07,0.0,0.73,0.29,0.0,0.07,0.07,0.0,2.85,2.7,51.3,2595,2595,283149748.18565863
2595,Abdoulaye Sylla,800000,GUI,1,N/A,Nantes,Ligue 1,22,2.0,2.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,68.4,88.9,78.0,48.0,0.0,0.0,0.0,44.7,0.0,2.94,0.59,0.0,0.0,1.76,41.2,1.18,0.0,0.0,1.18,0.59,0.59,0.59,25.0,17.1,2.35,1.76,0.0,2.35,4.71,3.53,24.7,31.2,1.18,0.0,0.0,0.0,36.5,120.0,64.1,0.0,35.9,100.0,0.59,0.0,0.0,2.94,0.0,0.0,0.0,0.59,0.0,1.76,1.18,60.0,2596,2596,65528753.88332635
2596,Mamadou Sylla,0,SEN,3,N/A,Alavés,La Liga,28,13.0,4.0,394.0,0.0,0.45,0.0,0.0,0.0,8.4,0.0,0.0,0.0,8.86,56.5,60.6,62.5,44.4,0.0,0.45,0.23,15.7,0.0,5.23,0.91,1.59,0.0,0.68,10.2,0.45,0.68,0.0,0.0,0.45,0.45,0.45,66.7,20.5,0.0,0.0,0.0,0.23,1.14,0.68,2.27,10.7,13.6,1.14,1.82,62.5,14.5,97.5,43.4,1.14,18.4,45.0,0.23,0.0,0.0,2.05,1.82,1.36,1.59,0.0,0.0,3.41,2.27,60.0,2597,2597,105179660.10031016
2597,Mamadou Sylla,0,SEN,3,MF,Rayo Vallecano,La Liga,28,12.0,1.0,253.0,0.0,3.93,0.36,9.1,0.0,10.2,0.36,0.0,0.0,17.5,72.1,77.4,73.1,50.0,0.0,0.36,0.0,24.3,0.0,5.71,0.36,0.71,0.0,3.93,12.5,1.07,1.79,0.0,0.36,0.71,0.0,0.0,0.0,17.1,0.71,0.36,0.0,1.07,2.14,1.07,6.43,17.5,19.6,0.71,2.5,28.6,21.8,135.4,80.7,2.14,26.8,68.8,0.71,0.0,0.0,2.86,1.79,0.71,0.71,0.0,0.0,4.64,3.93,54.2,2598,2598,-97505512.67172444
2598,Ádám Szalai,0,HUN,3,N/A,Mainz 05,Bundesliga,34,12.0,2.0,260.0,0.34,3.1,1.03,33.3,0.11,13.5,0.0,0.0,0.0,17.2,63.3,73.7,50.0,16.7,0.0,0.0,0.0,27.2,0.0,11.7,0.0,1.38,0.0,1.72,16.9,2.07,2.07,0.0,0.0,1.03,0.34,0.34,50.0,20.0,1.38,0.0,0.0,0.0,1.38,0.0,1.72,19.3,24.8,0.69,1.38,50.0,27.6,70.3,25.2,3.79,35.2,54.8,0.34,0.0,0.0,3.1,1.38,1.72,1.38,0.0,0.0,3.45,4.83,41.7,2599,2599,-22424705.864252888
2599,Wojciech Szcz?sny,0,POL,4,N/A,Juventus,Serie A,32,33.0,33.0,2970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,81.5,99.2,99.2,63.2,0.0,0.0,0.0,30.8,1.64,2.82,1.15,0.0,0.0,2.94,22.5,0.39,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,28.7,32.3,0.36,0.0,0.03,0.03,100.0,17.0,80.4,39.3,0.0,17.2,100.0,0.06,0.0,0.0,0.06,0.15,0.0,0.0,0.06,0.0,0.0,0.0,0.0,2600,2600,214402212.92969778
2600,Dominik Szoboszlai,4000000000,HUN,2,FW,RB Leipzig,Bundesliga,21,31.0,15.0,1543.0,0.35,2.34,0.82,35.0,0.15,21.8,0.41,0.0,0.06,44.4,77.2,84.1,80.6,59.4,0.47,2.16,0.7,57.6,2.34,10.9,2.22,2.46,3.22,5.44,47.9,1.99,4.33,0.76,0.47,0.7,0.23,0.64,40.7,21.4,2.16,0.18,0.0,0.94,2.34,1.4,7.84,35.0,33.2,1.23,2.57,47.7,47.4,214.7,116.8,1.81,50.4,85.7,0.12,0.0,0.0,0.88,1.46,0.35,2.46,0.0,0.0,1.29,1.52,45.8,2601,2601,3634478297.761776
2601,Jakob Sørensen,0,DEN,2,DF,Norwich City,Premier League,24,10.0,6.0,604.0,0.0,0.75,0.15,20.0,0.0,14.4,0.0,0.0,0.0,36.9,82.3,87.8,92.1,60.6,0.0,0.0,0.0,44.8,0.75,4.93,1.34,0.0,0.0,5.82,34.9,1.49,0.3,0.0,1.34,2.24,0.15,1.04,46.7,18.7,1.79,0.6,0.0,2.24,5.97,5.82,25.7,27.5,4.93,0.6,0.6,100.0,32.2,169.0,86.7,0.45,33.9,93.0,0.0,0.0,0.0,1.04,0.15,0.0,0.0,0.15,0.0,2.09,1.79,53.8,2602,2602,201632507.48730016
2602,Alexander Sørloth,0,NOR,3,N/A,Real Sociedad,La Liga,26,33.0,20.0,1763.0,0.2,1.89,0.61,32.4,0.11,11.6,0.0,0.0,0.0,17.2,72.8,78.9,72.3,62.5,0.0,0.71,0.1,23.7,0.05,7.81,0.26,0.46,0.05,13.1,5.66,0.87,2.09,0.2,0.26,0.46,0.56,0.31,35.3,17.7,0.66,0.05,0.0,0.36,1.63,0.71,2.96,19.3,19.7,1.43,2.86,50.0,25.9,154.1,87.4,3.47,29.2,66.4,0.1,0.0,0.0,1.73,0.97,0.61,0.46,0.0,0.0,3.62,3.06,54.2,2603,2603,634503136.4986734
2603,Tachi,0,ESP,1,N/A,Alavés,La Liga,24,5.0,2.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,64.7,62.5,77.8,51.5,0.0,0.37,0.37,31.5,2.22,6.3,1.85,1.11,0.0,0.74,23.7,1.11,0.37,0.0,1.11,0.74,0.0,1.85,55.6,10.4,1.85,1.11,0.0,1.85,3.7,4.81,18.9,21.1,2.96,0.0,0.0,0.0,15.2,63.0,43.3,0.37,16.3,93.6,0.37,0.0,0.0,1.48,1.48,0.0,1.11,0.0,0.0,1.85,0.74,71.4,2604,2604,86413290.44633767
2604,Jonathan Tah,2000000000,GER,1,N/A,Leverkusen,Bundesliga,26,33.0,33.0,2878.0,0.06,0.47,0.09,20.0,0.13,10.5,0.0,0.0,0.0,52.9,89.9,92.4,93.8,78.1,0.06,0.13,0.03,58.9,1.41,6.56,1.25,0.09,0.0,9.31,45.3,1.09,0.63,0.06,0.81,0.22,0.0,0.44,51.9,7.5,1.34,0.66,0.0,2.09,3.13,9.56,39.5,34.0,2.06,0.47,0.56,83.3,45.0,264.0,134.9,0.56,46.9,98.5,0.13,0.0,0.0,0.63,0.31,0.03,0.09,0.0,0.0,3.41,1.28,72.7,2605,2605,2180265432.5261145
2605,Waniss Taibi,0,FRA,2,DF,Angers,Ligue 1,20,7.0,1.0,132.0,0.0,0.67,0.0,0.0,0.0,13.9,0.0,0.0,0.0,38.7,81.7,83.3,86.4,66.7,0.0,0.0,0.0,47.3,0.0,8.67,0.67,0.0,0.0,8.0,34.0,2.67,0.0,0.0,2.67,0.67,1.33,0.0,0.0,32.0,2.0,0.0,0.0,0.0,4.67,2.67,18.0,28.0,15.3,2.0,3.33,60.0,39.3,118.0,48.7,0.67,38.7,82.9,1.33,0.0,0.0,3.33,0.67,0.0,0.0,0.0,0.0,2.0,2.0,50.0,2606,2606,184058184.08998394
2606,Flavien Tait,700000000,FRA,2,N/A,Rennes,Ligue 1,29,28.0,24.0,2125.0,0.21,1.82,0.51,27.9,0.12,19.8,0.0,0.0,0.0,46.7,87.2,88.2,89.9,86.5,0.13,1.4,0.17,53.6,0.93,8.26,1.4,0.72,0.0,3.94,47.5,1.61,3.56,0.42,0.51,0.55,0.34,0.68,34.0,13.6,1.1,0.17,0.0,0.93,2.33,1.4,10.9,38.4,20.2,0.93,1.91,48.9,50.0,276.6,150.9,1.57,51.1,91.9,0.13,0.0,0.0,1.27,2.29,0.13,0.72,0.0,0.0,0.34,0.81,29.6,2607,2607,1562631042.5444882
2607,Adrien Tameze,0,CMR,2,DF,Hellas Verona,Serie A,28,38.0,26.0,2574.0,0.14,0.8,0.24,30.4,0.17,20.6,0.0,0.0,0.0,36.3,79.9,86.0,83.6,65.1,0.07,0.73,0.14,45.4,1.29,8.08,0.94,0.94,0.0,5.52,34.3,1.71,1.96,0.21,0.91,0.63,0.17,0.66,35.8,17.6,1.89,0.17,0.0,2.52,4.23,3.18,14.9,31.5,14.3,1.19,2.03,58.6,37.4,187.2,92.3,1.22,33.7,92.0,0.14,0.0,0.0,1.26,1.36,0.07,0.94,0.0,0.0,2.06,2.1,49.6,2608,2608,702973864.9982069
2608,Japhet Tanganga,900000000,ENG,1,N/A,Tottenham,Premier League,23,11.0,10.0,735.0,0.0,0.85,0.24,28.6,0.0,13.1,0.0,0.0,0.0,39.9,82.6,88.6,84.7,58.8,0.0,0.61,0.12,48.3,0.61,5.0,0.98,1.22,0.0,4.27,34.9,1.59,0.37,0.0,1.22,0.73,0.61,0.98,61.5,13.4,1.95,0.85,0.0,2.07,4.63,5.73,22.1,29.5,14.0,0.37,0.73,50.0,34.5,171.3,116.2,1.1,37.8,94.8,0.49,0.12,0.12,2.44,1.22,0.12,1.22,0.0,0.0,2.32,1.22,65.5,2609,2609,339741135.569316
2609,Renato Tapia,750000000,PER,2,N/A,Celta Vigo,La Liga,26,29.0,13.0,1412.0,0.0,0.76,0.19,25.0,0.0,24.2,0.0,0.0,0.0,44.1,80.3,86.8,86.4,68.3,0.0,0.57,0.0,55.0,2.55,7.52,2.42,0.13,0.0,6.24,42.2,1.27,1.02,0.0,1.15,2.23,0.19,0.83,31.7,20.8,2.29,0.38,0.0,2.29,5.86,3.95,20.7,44.4,6.43,0.25,0.51,50.0,38.4,183.9,98.6,0.83,39.6,95.3,0.64,0.0,0.0,2.23,2.23,0.0,0.13,0.0,0.0,2.42,1.59,60.3,2610,2610,1141237954.9127238
2610,Edmond Tapsoba,3000000000,BFA,1,N/A,Leverkusen,Bundesliga,23,22.0,19.0,1814.0,0.05,0.35,0.05,14.3,0.14,9.1,0.0,0.0,0.0,62.4,88.5,92.2,94.7,74.8,0.0,0.05,0.0,70.5,1.39,6.98,2.13,0.1,0.0,9.6,57.9,1.34,0.4,0.0,1.14,0.45,0.1,0.84,60.7,9.9,1.73,0.79,0.0,2.72,4.41,11.8,46.6,39.1,2.18,0.4,0.45,88.9,55.5,377.3,200.6,0.45,56.2,99.6,0.05,0.0,0.0,1.09,0.35,0.05,0.1,0.05,0.0,2.28,1.39,62.2,2611,2611,3076645883.118331
2611,Florian Tardieu,250000000,FRA,2,N/A,Troyes,Ligue 1,30,30.0,29.0,2632.0,0.14,0.68,0.17,25.0,0.0,29.9,0.14,0.14,0.14,57.7,82.6,91.4,88.7,61.8,0.07,0.79,0.1,69.9,3.8,10.1,4.66,0.99,3.29,9.93,56.5,2.33,2.88,0.07,0.82,0.96,0.21,0.72,25.9,17.0,1.61,0.34,0.0,1.88,3.87,3.36,24.0,45.0,14.4,0.51,0.82,62.5,48.6,218.7,111.3,0.82,53.1,95.0,0.21,0.0,0.0,0.79,1.54,0.0,0.99,0.0,0.0,1.23,0.79,61.0,2612,2612,658533862.8359125
2612,Matt Targett,1500000000,ENG,1,N/A,Aston Villa,Premier League,26,17.0,17.0,1431.0,0.06,0.44,0.13,28.6,0.14,13.4,0.0,0.0,0.0,37.7,74.4,84.7,83.2,49.0,0.06,1.45,0.5,50.6,1.19,6.29,1.7,2.58,0.57,34.8,4.28,1.89,1.7,0.06,1.64,0.31,0.0,0.82,37.1,12.0,2.77,0.63,0.0,2.2,4.15,3.9,18.2,26.6,18.3,0.06,0.31,20.0,31.9,119.8,68.9,0.38,33.1,89.8,0.13,0.0,0.0,1.19,0.82,0.0,2.58,0.06,0.06,1.95,1.26,60.8,2613,2613,387995742.13861823
2613,Matt Targett,1500000000,ENG,1,N/A,Newcastle Utd,Premier League,26,16.0,16.0,1440.0,0.0,0.38,0.19,50.0,0.0,16.4,0.0,0.0,0.0,35.5,73.1,87.5,78.9,39.0,0.0,0.88,0.25,48.6,1.75,6.13,1.81,1.88,2.19,30.3,4.25,1.81,2.13,0.06,1.56,0.81,0.13,1.25,57.1,10.9,1.13,0.25,0.06,2.19,4.69,3.75,19.4,25.4,15.7,0.56,1.0,56.3,26.8,91.2,42.1,0.44,26.3,93.3,0.06,0.0,0.0,0.69,0.81,0.06,1.88,0.0,0.0,1.5,1.31,53.3,2614,2614,551944913.8301147
2614,Oussama Targhalline,0,MAR,3,N/A,Marseille,Ligue 1,20,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,70.0,0.0,10.0,0.0,0.0,0.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,40.0,0.0,0.0,0.0,50.0,490.0,350.0,0.0,70.0,100.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2615,2615,483332593.7172899
2615,James Tarkowski,2200000000,ENG,1,N/A,Burnley,Premier League,29,35.0,35.0,3106.0,0.03,0.67,0.17,26.1,0.04,10.6,0.0,0.0,0.0,23.2,71.6,76.4,77.5,62.3,0.06,0.38,0.0,32.5,0.46,5.59,1.97,0.06,0.0,3.8,20.5,0.81,0.67,0.06,1.51,0.52,0.03,0.93,56.1,7.57,2.67,1.83,0.09,2.09,4.14,8.93,24.4,19.9,3.3,0.2,0.26,77.8,17.4,84.3,38.2,0.12,20.0,92.9,0.32,0.0,0.0,0.99,0.64,0.06,0.06,0.0,0.03,4.96,2.26,68.7,2616,2616,1549952153.643606
2616,Ciprian T?t?ru?anu,0,ROU,4,N/A,Milan,Serie A,36,6.0,6.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,78.6,100.0,100.0,58.9,0.0,0.0,0.0,34.3,1.83,1.17,0.83,0.0,0.0,4.33,26.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,32.2,36.0,0.17,0.0,0.0,0.0,0.0,19.2,113.5,77.3,0.0,20.7,99.2,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2617,2617,99866969.06160179
2617,Niklas Tauer,150000000,GER,1,MF,Mainz 05,Bundesliga,21,11.0,6.0,487.0,0.0,0.37,0.37,100.0,0.0,19.4,0.0,0.0,0.0,27.6,75.3,83.1,77.0,65.6,0.0,0.19,0.0,36.7,0.56,4.44,0.19,0.56,0.0,6.48,22.0,0.56,0.74,0.19,1.67,2.04,0.0,1.48,61.5,19.4,1.48,0.37,0.0,2.96,6.67,2.22,19.8,24.4,6.11,0.0,0.0,0.0,19.8,79.4,46.3,0.56,20.6,90.2,0.19,0.19,0.0,1.48,0.74,0.0,0.56,0.0,0.0,2.04,2.04,50.0,2618,2618,105428485.59292778
2618,Nuno Tavares,1800000000,POR,1,N/A,Arsenal,Premier League,22,22.0,13.0,1176.0,0.08,1.76,0.15,8.7,0.04,19.8,0.0,0.0,0.0,44.6,81.8,91.3,85.2,56.3,0.08,0.76,0.46,54.5,0.76,6.26,1.83,2.44,0.0,36.9,7.25,1.22,1.98,0.23,0.69,0.53,0.31,0.38,50.0,11.8,1.6,0.38,0.0,1.83,3.36,3.66,20.3,28.7,24.1,1.53,2.82,54.1,45.4,248.4,149.9,1.37,42.7,93.2,0.15,0.0,0.0,2.06,1.07,0.08,2.44,0.08,0.0,1.98,2.06,49.1,2619,2619,1408173658.048082
2619,Charlie Taylor,0,ENG,1,N/A,Burnley,Premier League,28,31.0,30.0,2731.0,0.0,0.23,0.0,0.0,0.0,21.6,0.0,0.0,0.0,32.2,71.6,88.4,78.6,43.6,0.1,0.86,0.63,45.0,0.46,6.2,1.06,2.21,0.0,30.1,1.49,1.19,1.35,0.2,1.09,0.59,0.1,0.92,58.3,8.02,3.14,0.66,0.0,2.38,4.16,5.54,20.1,25.5,15.9,0.92,1.91,48.3,28.8,198.2,87.4,0.69,26.9,94.2,0.1,0.0,0.0,0.66,1.58,0.0,2.21,0.0,0.0,2.18,1.12,66.0,2620,2620,-44238089.03598559
2620,Loum Tchaouna,0,FRA,3,MF,Rennes,Ligue 1,18,10.0,0.0,87.0,0.0,2.0,1.0,50.0,0.0,16.8,0.0,0.0,0.0,26.0,65.0,72.2,60.0,60.0,0.0,1.0,1.0,40.0,2.0,8.0,0.0,3.0,1.0,29.0,4.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,20.0,32.0,3.0,0.0,0.0,2.0,5.0,0.0,5.0,29.0,25.0,1.0,4.0,25.0,35.0,131.0,61.0,1.0,36.0,76.6,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,100.0,2621,2621,258719832.9232002
2621,Warren Tchimbembé,0,CGO,2,N/A,Metz,Ligue 1,24,9.0,1.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,87.5,91.4,95.0,65.0,0.0,0.87,0.43,41.7,1.3,3.48,2.17,0.43,0.87,25.7,14.3,0.43,1.74,0.0,0.43,0.43,0.0,0.43,25.0,18.7,2.17,0.43,0.0,0.87,1.74,2.61,14.8,33.0,7.83,0.43,1.3,33.3,35.2,201.7,94.3,2.61,37.4,86.0,0.0,0.0,0.0,0.87,1.3,0.0,0.43,0.0,0.0,0.87,0.43,66.7,2622,2622,183050957.7123325
2622,Aurélien Tchouaméni,9000000000,FRA,2,N/A,Monaco,Ligue 1,22,35.0,33.0,2929.0,0.09,1.72,0.31,17.9,0.05,21.3,0.0,0.0,0.0,55.3,86.5,90.0,89.5,78.4,0.06,1.05,0.18,63.9,1.78,10.2,1.63,0.74,0.0,6.43,52.2,1.57,2.15,0.34,1.26,1.51,0.22,0.86,43.1,18.3,1.08,0.28,0.0,3.51,6.49,2.52,16.6,51.3,12.8,1.02,1.35,75.0,51.4,278.3,130.2,1.45,52.6,94.3,0.34,0.03,0.03,1.66,2.09,0.06,0.74,0.03,0.0,2.65,1.08,71.1,2623,2623,7067556335.724253
2623,Mathys Tel,2000000000,FRA,3,MF,Rennes,Ligue 1,17,7.0,0.0,56.0,0.0,5.0,1.67,33.3,0.0,16.3,1.67,0.0,0.0,28.3,60.7,75.0,50.0,66.7,0.0,0.0,0.0,46.7,0.0,5.0,3.33,5.0,1.67,8.33,35.0,5.0,3.33,0.0,5.0,0.0,0.0,0.0,0.0,31.7,1.67,0.0,0.0,5.0,10.0,1.67,15.0,25.0,36.7,1.67,5.0,33.3,48.3,315.0,145.0,1.67,38.3,67.6,0.0,0.0,0.0,8.33,0.0,0.0,5.0,0.0,0.0,1.67,0.0,100.0,2624,2624,987812268.4984927
2624,Jordan Tell,0,FRA,3,N/A,Clermont Foot,Ligue 1,24,15.0,1.0,290.0,0.31,2.19,0.94,42.9,0.14,11.8,0.0,0.0,0.0,21.9,82.4,95.5,77.8,83.3,0.31,0.31,0.0,26.6,0.0,5.94,0.31,0.31,0.0,9.06,14.4,0.63,1.88,0.31,0.0,1.25,0.63,0.0,0.0,20.9,1.25,0.0,0.0,0.31,2.19,0.0,5.31,21.9,18.4,0.31,1.56,20.0,29.7,134.1,43.8,3.44,30.3,58.8,0.31,0.0,0.0,0.94,0.94,0.0,0.31,0.0,0.0,2.19,2.5,46.7,2625,2625,182594290.87878445
2625,Nathan Tella,0,ENG,2,FW,Southampton,Premier League,22,14.0,10.0,804.0,0.0,1.35,0.56,41.7,0.0,20.9,0.0,0.0,0.0,12.6,61.9,79.8,58.9,29.2,0.11,0.34,0.22,20.3,0.11,4.61,0.56,1.01,0.22,5.06,12.5,0.9,2.02,0.34,0.56,0.56,0.22,0.45,22.2,30.2,2.02,0.0,0.0,2.13,3.48,1.35,7.64,16.4,19.1,1.24,3.71,33.3,27.8,157.9,92.6,2.81,22.8,64.0,0.22,0.0,0.0,2.36,2.58,0.34,1.01,0.0,0.0,0.9,3.03,22.9,2626,2626,307995598.3834213
2626,Alex Telles,1200000000,BRA,1,N/A,Manchester Utd,Premier League,29,21.0,18.0,1660.0,0.0,0.54,0.16,30.0,0.0,23.0,0.22,0.0,0.0,48.2,75.3,88.9,81.7,34.2,0.22,0.92,0.33,64.0,1.25,7.72,1.74,3.42,2.72,49.9,3.64,2.34,2.45,0.27,2.01,0.54,0.05,1.03,54.3,10.7,1.58,0.27,0.0,1.96,4.57,4.18,21.6,32.6,25.3,0.65,1.09,60.0,45.1,195.9,116.6,0.71,45.7,93.0,0.05,0.0,0.0,1.41,0.87,0.05,3.42,0.11,0.0,1.68,1.2,58.5,2627,2627,1663384982.6018317
2627,Cristian Tello,0,ESP,3,MF,Betis,La Liga,30,23.0,5.0,819.0,0.22,3.19,0.99,31.0,0.07,20.3,0.22,0.0,0.0,30.8,77.1,83.2,80.3,65.0,0.22,1.1,0.44,39.9,0.11,6.92,0.66,1.54,0.33,8.35,29.1,2.09,3.63,0.22,0.77,0.55,0.33,1.21,39.3,19.0,1.54,0.0,0.0,1.21,2.86,1.1,7.36,21.2,28.2,1.32,2.86,46.2,36.9,200.7,110.8,1.65,38.6,80.7,0.22,0.0,0.0,1.43,0.66,0.44,1.54,0.0,0.0,0.55,0.77,41.7,2628,2628,316226098.9086588
